CopiedTimestamp,SourceFile,DestinationFile,FileSize,SourceFileSha1,DeferredCopy,CreatedOnUtc,ModifiedOnUtc,LastAccessedOnUtc,CopyDuration
2021-10-28 13:21:17.1885304,C:\Windows\prefetch\MMC.EXE-693DA252.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\MMC.EXE-693DA252.pf,44781,683B6845576974475E5197F2E209B3A42BE286F5,False,2021-05-22 20:40:34.9609113,2021-05-22 20:40:34.9609113,2021-10-28 13:02:41.3723174,00:00:00.0158312
2021-10-28 13:21:17.1885304,C:\Windows\prefetch\MMC.EXE-77107406.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\MMC.EXE-77107406.pf,46247,EB992E0AA17A93A04C9E3145E5838564C398B243,False,2021-10-28 13:16:11.9209349,2021-10-28 13:16:11.9209349,2021-10-28 13:16:11.9209349,00:00:00
2021-10-28 13:21:17.2039269,C:\Windows\prefetch\MOBSYNC.EXE-D8BC6ED2.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\MOBSYNC.EXE-D8BC6ED2.pf,8135,F35AC44BB3D792929A39C3FBBE2504389F9B6D76,False,2021-05-22 20:32:56.0117676,2021-10-28 13:13:44.9800970,2021-10-28 13:13:44.9800970,00:00:00
2021-10-28 13:21:17.2196774,C:\Windows\prefetch\MPCMDRUN.EXE-FBB0D9B7.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\MPCMDRUN.EXE-FBB0D9B7.pf,8883,F70BD2FE9DEE2B985FB68616BF10F0B771E7773E,False,2021-05-22 20:40:06.6672187,2021-05-22 20:41:35.7810415,2021-10-28 13:02:41.3723174,00:00:00
2021-10-28 13:21:17.2348652,C:\Windows\prefetch\MSCORSVW.EXE-98F0699A.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\MSCORSVW.EXE-98F0699A.pf,33925,A486A0B3857E9FDCE212449DD7EC1BD728881B20,False,2021-05-22 20:34:17.3493509,2021-05-22 09:29:54.4126596,2021-10-28 13:02:41.3723174,00:00:00
2021-10-28 13:21:17.2664081,C:\Windows\prefetch\MSCORSVW.EXE-FAA88858.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\MSCORSVW.EXE-FAA88858.pf,37904,7EB25D82619E26EBADFFCD88899B2150F7C2D1B1,False,2021-05-22 20:38:45.8444563,2021-10-28 13:02:55.5130492,2021-10-28 13:02:55.5130492,00:00:00.0154527
2021-10-28 13:21:17.2824082,C:\Windows\prefetch\MSIEXEC.EXE-B5AFA339.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\MSIEXEC.EXE-B5AFA339.pf,25313,F6D45E273444D146DF636CA4B7A211DB38B7F7AB,False,2019-03-19 13:03:05.1184065,2021-10-28 13:09:39.7306780,2021-10-28 13:09:39.7306780,00:00:00.0160001
2021-10-28 13:21:17.2976562,C:\Windows\prefetch\MSIEXEC.EXE-F3744DFD.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\MSIEXEC.EXE-F3744DFD.pf,13587,D3D503C1767EA3A301F6415188D0E4FE2974B446,False,2019-03-19 13:03:53.0713784,2021-10-28 13:10:03.0590094,2021-10-28 13:10:03.0590094,00:00:00
2021-10-28 13:21:17.3133568,C:\Windows\prefetch\MUSNOTIFYICON.EXE-A201B346.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\MUSNOTIFYICON.EXE-A201B346.pf,5675,86A12E40B0A5E91E70BD1189631A83B1EC9C3DBC,False,2019-03-19 13:12:54.5825870,2021-10-28 12:55:26.6870754,2021-10-28 13:02:46.0912202,00:00:00.0157006
2021-10-28 13:21:17.3292211,C:\Windows\prefetch\MV.EXE-E866B30C.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\MV.EXE-E866B30C.pf,2748,0590AE0323FA9130180B152CBBA2F1C52615D963,False,2021-05-22 09:23:02.1326021,2021-05-22 09:23:29.0069737,2021-10-28 13:02:46.0912202,00:00:00.0158643
2021-10-28 13:21:17.3447959,C:\Windows\prefetch\NASM-2.14.02-INSTALLER-X64.EX-95F31972.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\NASM-2.14.02-INSTALLER-X64.EX-95F31972.pf,10945,760047302E2B3D4980FAE45CB9E24E126E9AFF7C,False,2021-05-22 09:19:09.1678075,2021-05-22 09:19:09.1678075,2021-10-28 13:02:46.0912202,00:00:00.0155748
2021-10-28 13:21:17.3601670,C:\Windows\prefetch\NDP48-X86-X64-ALLOS-ENU.EXE-B2012EAA.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\NDP48-X86-X64-ALLOS-ENU.EXE-B2012EAA.pf,6517,6F2659B8E8198B1E00DBD2BEA91D951CE164244A,False,2021-05-22 21:13:26.2582707,2021-05-22 21:13:26.2582707,2021-10-28 13:02:46.0912202,00:00:00
2021-10-28 13:21:17.3914063,C:\Windows\prefetch\NET.EXE-7F832A3A.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\NET.EXE-7F832A3A.pf,2854,EA8A294191F0D13B4F0C953AC20FDAB615F7515A,False,2021-05-22 08:21:55.1146369,2021-05-22 08:24:25.7395409,2021-10-28 13:02:46.0912202,00:00:00.0153904
